sys_data_source_nm,sys_data_schema_nm,sys_data_source_table_nm,sys_insert_date,sys_insert_owner_corp_id,player_name,country_name,country_code,all_time_league_goals,all_time_league_appearances,international_caps,international_goals,value,strength,stamina,pace,natural_fitness,jumping_reach,balance,agility,work_rate,vision,teamwork,positioning,off_the_ball,leadership,flair,determination,decisions,concentration,composure,bravery,anticipation,technique,corners,dribbling,finishing,first_touch,free_kicks,heading,long_shots,long_throws,marking,tackling,passing,penalties,aggression,acceleration
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mesut Ozil,Germany,GER,55,323,91,23,�58M,9,15,13,15,9,14,16,11,19,16,6,19,6,19,8,16,12,18,7,18,19,14,17,11,19,12,7,11,1,6,9,19,11,6,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Toni Kroos,Germany,GER,33,283,84,12,�62M,14,15,12,12,10,12,9,12,18,18,12,14,12,11,9,19,14,18,9,17,16,18,14,13,18,14,7,17,8,8,9,20,13,9,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Manuel Neuer,Germany,GER,0,366,77,0,�60M,16,12,10,13,15,16,18,14,12,16,18,3,13,6,18,12,14,20,16,20,12,11,3,3,13,14,10,2,3,2,3,13,10,8,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Sami Khedira,Germany,GER,31,272,76,7,�50M,17,15,14,13,13,15,11,17,13,20,20,17,12,10,18,18,18,16,16,15,14,4,11,13,14,8,16,12,8,15,13,14,10,14,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mario Gomez,Germany,GER,207,374,76,31,�18M,16,13,14,16,13,17,10,13,10,15,9,18,10,9,13,13,14,14,13,17,11,6,13,17,12,7,14,12,3,6,6,10,14,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jerome Boateng,Germany,GER,4,262,72,1,�63M,18,14,18,14,17,17,13,9,14,12,15,6,11,11,11,15,12,16,13,17,13,7,11,6,13,5,10,7,16,18,18,15,7,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mats Hummels,Germany,GER,25,295,65,5,�59M,16,14,12,15,16,17,11,12,14,16,18,10,14,9,14,17,13,19,14,18,15,5,12,10,14,8,15,9,8,17,17,15,11,12,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Julian Draxler,Germany,GER,27,170,45,6,�40.5M,11,14,13,12,16,10,14,12,15,13,8,14,7,15,11,12,10,13,8,12,16,13,16,14,17,10,9,17,8,6,8,14,10,10,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jonas Hector,Germany,GER,32,279,38,3,�29M,10,16,16,18,11,13,11,14,11,18,13,13,10,9,12,15,16,16,12,16,12,11,11,8,12,10,8,10,14,10,14,13,11,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Marco Reus,Germany,GER,100,271,32,9,�62M,8,14,16,14,8,9,15,14,14,13,10,18,7,15,15,16,12,12,7,16,13,15,14,16,14,16,6,14,7,6,8,12,15,16,18
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Joshua Kimmich,Germany,GER,9,102,30,3,�41M,8,17,11,14,10,10,16,17,13,18,12,14,10,9,16,15,12,15,12,16,14,10,11,12,13,8,10,11,10,12,13,14,12,17,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ilkay Gundogan,Germany,GER,20,166,26,4,�49.5M,12,15,13,13,9,13,16,14,17,16,11,13,10,13,12,16,14,17,12,13,17,10,14,11,17,10,7,11,6,10,13,16,12,15,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Sebastian Rudy,Germany,GER,23,247,25,1,�31.5M,9,16,12,13,9,10,14,12,14,18,15,9,10,8,9,16,13,17,10,16,15,12,10,9,15,10,7,13,8,11,13,16,11,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Antonio Rudiger,Germany,GER,7,144,24,1,�28.5M,18,16,16,10,15,17,12,15,10,13,14,8,15,9,17,12,12,13,17,15,11,5,10,7,10,9,14,8,14,14,16,12,7,15,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Marc-Andre ter Stegen,Germany,GER,0,169,20,0,�47M,15,13,11,15,16,16,14,10,9,14,12,1,14,5,18,13,12,18,15,17,14,4,1,1,13,7,7,3,3,3,3,17,4,11,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Matthias Ginter,Germany,GER,5,139,18,0,�28.5M,15,14,12,16,14,13,9,12,12,17,14,9,10,6,12,16,15,16,12,15,12,6,7,10,13,7,15,10,14,14,14,13,11,11,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Julian Brandt,Germany,GER,19,99,17,1,�30.5M,11,12,13,13,12,9,14,10,15,13,8,16,5,14,10,15,9,12,7,14,16,12,16,14,18,13,6,12,7,5,6,13,11,10,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Leon Goretzka,Germany,GER,14,123,15,6,�42M,13,18,16,14,14,15,11,18,13,16,10,16,14,10,17,13,12,16,15,13,15,10,11,13,13,12,14,12,9,10,12,15,12,17,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Timo Werner,Germany,GER,35,127,15,8,�35M,11,16,18,15,11,17,14,16,9,10,9,16,6,11,12,9,12,13,11,13,11,7,13,14,12,8,13,10,6,5,7,11,14,16,18
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Niklas Sule,Germany,GER,7,114,11,0,�36.5M,18,13,17,11,17,16,9,10,10,11,15,7,12,6,15,14,15,14,16,13,10,4,7,8,10,6,16,10,8,15,15,12,9,10,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Marvin Plattenhardt,Germany,GER,7,186,7,0,�16.25M,12,15,16,16,9,14,12,10,12,15,13,9,11,10,11,15,13,15,10,11,12,14,10,8,12,17,8,11,16,12,14,13,10,9,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kevin Trapp,Germany,GER,0,224,3,0,�18M,14,13,10,15,12,14,16,10,7,17,15,3,8,6,13,13,13,13,14,15,10,2,1,2,11,6,7,2,2,2,3,10,1,8,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ehsan Hajsafi,Iran,IRN,45,315,96,6,�950K,8,13,13,13,9,9,14,14,12,12,8,11,10,13,13,13,12,13,10,10,13,15,10,11,12,14,10,13,16,8,9,13,12,14,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Masoud Shojaei,Iran,IRN,46,315,75,8,�700K,12,11,11,10,10,12,11,9,16,8,6,13,7,17,12,11,7,14,8,11,16,13,17,13,17,13,9,12,7,4,6,15,12,9,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Karim Ansarifard,Iran,IRN,91,248,66,18,�2.1M,13,13,14,13,13,13,13,14,12,10,7,14,8,13,14,11,12,12,13,12,13,6,13,14,12,8,13,9,5,6,7,11,15,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Pejman Montazeri,Iran,IRN,18,350,46,1,�775K,10,12,13,7,8,10,10,10,9,9,14,8,4,1,11,14,10,10,11,11,6,6,4,7,10,2,14,6,9,14,14,10,5,11,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ashkan Dejagah,Iran,IRN,56,319,45,9,�0,13,10,12,11,11,15,13,14,12,12,7,11,13,16,14,11,10,13,15,11,14,11,15,12,15,11,10,14,8,6,8,12,13,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Reza Ghoochannejhad,Iran,IRN,77,208,43,17,�2.4M,13,13,13,16,10,14,12,12,11,8,6,15,12,12,9,11,12,12,10,13,12,8,11,13,13,8,13,10,7,5,6,12,12,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alireza Jahanbakhsh,Iran,IRN,40,161,40,4,�6M,11,13,13,10,11,13,15,14,11,13,5,15,7,16,14,11,10,12,13,11,15,13,13,13,15,13,10,13,7,4,4,13,12,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Vahid Amiri,Iran,IRN,19,152,37,1,�165K,12,12,13,16,11,12,13,7,12,11,10,11,11,11,8,15,11,9,5,15,13,10,14,10,15,10,6,11,7,7,9,12,7,7,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Sardar Azmoun,Iran,IRN,24,89,34,23,�3.8M,11,13,15,14,15,13,13,11,10,12,13,14,9,12,14,12,11,9,12,12,13,11,10,12,14,7,12,10,10,10,10,9,12,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Omid Ebrahimi,Iran,IRN,50,228,31,0,�155K,13,14,9,13,12,13,11,15,11,12,13,7,15,9,6,12,12,12,11,12,11,12,7,9,11,12,10,14,8,12,11,12,14,11,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Morteza Pouraliganji,Iran,IRN,10,127,29,2,�3.7M,14,14,10,16,14,14,11,15,10,13,10,10,11,8,14,13,14,9,18,10,9,9,9,6,9,11,12,10,7,14,14,8,5,16,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ramin Rezaeian,Iran,IRN,26,192,28,2,�1.4M,10,8,15,13,10,11,15,12,12,11,9,11,6,4,6,13,8,12,11,12,12,10,11,10,12,10,10,8,8,12,15,12,9,7,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mehdi Taremi,Iran,IRN,58,116,28,11,�8.25M,13,11,14,14,13,14,14,13,10,9,5,15,10,13,11,13,13,14,9,14,14,12,14,15,14,12,13,10,8,9,9,12,15,9,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Saeid Ezatolahi,Iran,IRN,1,45,26,2,�900K,11,14,13,14,15,13,13,16,11,14,13,12,9,7,6,10,11,12,14,14,10,9,13,11,11,11,13,11,10,13,12,10,9,9,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alireza Beyranvand,Iran,IRN,0,128,24,0,�275K,13,9,8,7,15,13,8,10,10,11,13,3,7,2,10,10,12,9,15,13,6,1,3,1,6,4,2,1,2,3,2,16,3,10,7
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Milad Mohammadi,Iran,IRN,2,71,20,0,�1.6M,11,13,16,15,9,12,15,12,8,10,10,11,7,7,20,7,13,13,12,12,13,8,10,7,14,5,9,11,12,13,15,10,8,9,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mehdi Torabi,Iran,IRN,6,73,15,4,�130K,13,14,14,13,9,14,16,14,8,13,9,14,9,13,16,12,11,11,13,9,14,7,14,11,13,7,8,10,9,8,11,10,14,11,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Rouzbeh Cheshmi,Iran,IRN,1,71,10,1,�69K,13,6,11,15,13,12,14,10,7,8,11,8,15,9,10,11,11,10,13,10,9,4,7,5,10,8,11,7,4,11,12,9,10,14,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Saman Ghoddos,Iran,IRN,37,163,9,1,�1.4M,11,13,13,11,8,13,14,10,12,9,8,13,5,13,13,12,12,12,9,11,13,13,13,12,13,13,7,14,5,5,6,12,8,11,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mohammad Reza Khanzadeh,Iran,IRN,1,88,8,1,�97K,13,12,11,15,13,13,12,13,7,13,11,10,12,8,5,10,9,9,15,11,9,4,9,6,6,5,11,7,15,13,12,9,8,14,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Rashid Mazaheri,Iran,IRN,0,93,3,0,�70K,8,6,13,15,15,10,8,9,9,10,12,3,13,1,5,11,14,9,13,11,6,5,3,1,2,10,1,3,2,2,2,13,3,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Majid Hossaini,Iran,IRN,2,28,3,0,�62K,11,7,13,15,9,5,12,10,2,9,12,8,14,1,10,15,8,8,11,12,4,8,1,8,5,6,13,6,3,15,14,10,5,9,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Amir Abedzadeh,Iran,IRN,0,33,1,0,�20K,9,6,8,11,9,8,14,7,7,8,11,3,5,3,6,13,8,6,14,8,7,6,3,3,3,10,1,2,3,2,1,7,2,4,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Birkir Mar Saevarsson,Iceland,ISL,20,319,80,1,�65K,8,16,15,14,13,12,12,13,9,14,13,12,12,4,12,13,12,12,15,13,10,5,7,4,11,5,13,7,12,13,13,11,6,15,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ragnar Sigurdsson,Iceland,ISL,20,317,78,3,�1.9M,13,13,14,12,14,13,12,15,8,15,11,10,14,5,14,13,9,12,14,15,10,7,9,8,7,10,14,11,10,13,15,12,12,15,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Aron Gunnarsson,Iceland,ISL,30,358,78,2,�7.75M,14,16,12,14,10,11,12,16,12,15,13,13,15,11,16,12,13,14,16,14,13,8,11,11,12,9,13,11,17,11,13,13,12,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kari Arnason,Iceland,ISL,21,402,68,5,�215K,14,12,9,16,14,13,10,10,7,11,13,9,16,10,12,14,14,14,16,14,9,4,7,9,11,8,15,14,18,12,14,9,5,13,8
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Birkir Bjarnason,Iceland,ISL,47,265,68,9,�6M,16,15,13,15,13,16,12,14,11,14,11,14,13,9,14,13,13,12,14,13,11,9,10,13,11,8,14,12,10,9,12,13,13,13,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Johann Berg Gudmundsson,Iceland,ISL,32,238,68,7,�22.5M,9,15,13,15,13,13,13,15,14,15,11,12,5,13,14,13,12,14,10,14,15,12,14,12,13,14,11,13,5,7,7,14,14,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Emil Hallfredsson,Iceland,ISL,31,330,65,1,�1.8M,15,14,14,14,11,15,11,16,15,16,14,14,7,13,18,14,14,16,13,13,13,12,11,10,11,12,9,13,6,8,13,13,6,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Gylfi Sigurdsson,Iceland,ISL,74,280,58,19,�28M,12,17,12,18,11,13,11,17,16,15,12,14,11,16,16,12,13,13,12,12,15,14,13,14,14,18,5,16,3,7,8,15,18,15,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ari Freyr Skulason,Iceland,ISL,39,304,57,0,�1.2M,6,11,12,13,6,8,14,16,13,13,7,8,15,12,15,12,13,13,17,13,12,12,11,8,12,15,4,13,10,7,10,14,12,17,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hannes Halldorsson,Iceland,ISL,0,283,50,0,�250K,10,11,10,15,14,11,13,12,5,15,13,1,13,5,14,12,13,12,12,13,6,3,2,3,6,4,2,1,2,3,2,8,4,6,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Rurik Gislason,Iceland,ISL,36,252,48,3,�1M,11,12,15,14,10,13,12,16,13,15,8,11,7,15,15,7,10,8,15,12,12,8,13,10,11,8,6,11,5,7,8,10,13,16,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alfred Finnbogason,Iceland,ISL,112,205,48,14,�8.25M,12,13,11,14,11,13,13,13,10,10,6,15,9,11,12,12,16,18,11,17,13,7,11,16,15,10,14,12,4,5,5,10,17,13,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jon Dadi Bodvarsson,Iceland,ISL,1,151,38,2,�99K,8,12,13,13,9,10,10,11,9,10,10,9,13,5,4,10,12,5,9,7,9,10,10,7,14,9,10,7,8,7,10,11,7,10,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Olafur Ingi Skulason,Iceland,ISL,13,253,36,1,�62K,14,11,11,13,12,14,9,15,11,17,13,12,15,7,14,14,15,12,15,13,11,9,7,10,12,5,9,11,7,12,11,12,2,14,8
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Sverrir Ingi Ingason,Iceland,ISL,9,157,20,3,�1.4M,12,13,12,10,14,14,10,14,7,14,11,9,16,10,15,12,14,12,14,14,8,10,11,10,10,9,13,11,15,14,16,11,5,13,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Arnor Ingvi Traustason,Iceland,ISL,25,144,19,5,�575K,11,13,14,12,10,11,13,14,12,13,11,13,9,13,13,12,11,12,10,13,13,11,13,11,13,12,7,12,7,6,7,12,9,11,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hordur Magnusson,Iceland,ISL,2,92,17,2,�2.8M,12,14,13,11,14,14,11,12,11,11,12,7,10,8,13,12,12,13,10,12,12,14,8,5,12,14,13,10,15,12,13,12,11,9,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Bjorn Bergmann Sigurdarson,Iceland,ISL,54,236,14,1,�6.75M,13,12,14,12,14,13,13,13,12,13,7,14,9,13,15,12,9,12,13,16,14,6,14,13,14,9,13,11,4,5,6,13,15,13,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Holmar Orn Eyjolfsson,Iceland,ISL,5,166,10,1,�850K,14,12,12,13,15,12,11,12,11,13,12,12,11,6,15,12,13,13,13,12,10,5,8,9,8,6,14,9,11,13,14,10,4,16,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Albert Gudmundsson,Iceland,ISL,19,48,5,3,�575K,8,8,12,14,7,9,12,9,12,13,6,14,6,12,5,10,9,12,8,10,12,11,12,9,13,12,7,13,7,5,5,13,7,8,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Frederik Schram,Iceland,ISL,0,35,4,0,�11.75K,13,4,6,10,17,6,9,7,8,9,12,3,12,1,9,15,12,9,11,10,3,5,1,3,3,9,2,3,2,1,3,9,3,9,5
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Samuel Fridjonsson,Iceland,ISL,12,45,4,1,�70K,7,12,12,13,7,9,15,13,8,8,8,13,3,11,3,11,9,11,8,8,13,6,14,11,12,8,9,9,5,7,7,10,9,9,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alex Runarsson,Iceland,ISL,0,27,3,0,�450K,11,12,9,12,12,8,12,12,11,11,12,2,6,3,10,12,12,12,11,12,8,6,1,3,6,8,2,3,3,1,3,13,3,11,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Shinji Okazaki,Japan,JPN,87,315,114,50,�11.25M,7,17,12,16,10,13,17,18,10,12,10,15,10,12,14,8,16,11,17,13,13,5,12,11,14,7,13,12,8,8,10,11,12,17,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Makoto Hasebe,Japan,JPN,19,385,111,2,�3.7M,9,15,12,17,8,10,14,12,10,18,14,8,15,7,14,14,16,15,13,15,13,12,10,7,13,9,12,10,10,12,14,14,9,12,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yuto Nagatomo,Japan,JPN,14,247,106,3,�11.25M,7,14,15,14,6,9,15,16,8,14,11,13,13,10,16,12,11,11,14,12,12,5,11,9,11,4,8,8,8,11,12,12,5,12,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Keisuke Honda,Japan,JPN,64,333,96,36,�13M,11,15,12,13,11,13,14,13,13,16,12,13,12,13,16,11,14,16,15,12,15,15,13,8,15,14,9,13,7,10,11,14,14,12,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Shinji Kagawa,Japan,JPN,97,290,93,31,�26.5M,6,12,11,12,7,8,18,16,15,17,9,17,5,18,12,16,12,13,7,15,16,10,15,13,17,9,10,12,4,6,6,14,10,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Eiji Kawashima,Japan,JPN,0,342,85,0,�2.1M,10,11,9,12,14,13,14,9,9,17,12,3,13,2,15,13,16,11,13,10,11,6,8,3,12,8,10,3,1,1,2,13,3,10,7
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Maya Yoshida,Japan,JPN,14,230,83,10,�11.25M,14,13,15,13,13,13,13,17,11,17,13,12,12,11,14,10,11,12,16,14,12,6,7,8,12,11,14,9,7,14,14,10,10,11,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hiroki Sakai,Japan,JPN,4,179,44,0,�12M,13,16,15,16,12,12,12,16,9,13,10,12,9,10,16,12,14,11,15,11,11,9,12,8,12,8,10,13,14,10,14,12,7,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Hotaru Yamaguchi,Japan,JPN,5,116,43,2,�125K,11,11,11,10,10,11,11,12,10,11,10,9,9,9,12,7,8,9,11,9,10,9,8,6,9,9,10,9,4,11,11,11,4,10,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Gotoku Sakai,Japan,JPN,3,216,41,0,�14.75M,9,15,12,14,9,11,14,16,12,14,12,11,13,13,15,12,10,10,15,13,12,12,11,7,11,10,8,8,14,12,14,13,7,16,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Genki Haraguchi,Japan,JPN,37,251,34,6,�14M,8,14,16,13,8,10,15,16,9,12,8,13,5,14,11,8,11,8,12,10,13,11,14,9,13,9,8,10,6,8,10,11,9,16,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Tomoaki Makino,Japan,JPN,1,137,32,4,�450K,12,12,11,9,10,11,11,13,8,11,13,10,10,1,5,12,11,11,11,12,11,11,12,8,11,8,10,9,2,12,12,10,9,8,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yuya Osako,Japan,JPN,57,237,30,8,�14.75M,10,15,11,15,13,12,17,17,13,15,9,13,6,13,12,14,12,10,14,12,14,7,12,11,16,8,13,11,4,7,8,12,11,17,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Takashi Inui,Japan,JPN,55,281,28,4,�15.5M,5,13,14,15,6,7,17,14,14,11,6,13,4,18,9,10,9,11,6,11,16,13,16,12,15,12,10,10,5,5,7,14,8,14,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Takashi Usami,Japan,JPN,72,190,24,3,�4.1M,7,12,13,14,9,8,15,11,14,8,6,14,4,17,9,10,9,12,7,10,15,10,15,14,14,10,7,12,5,5,6,13,10,9,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yoshinori Muto,Japan,JPN,35,90,23,2,�20M,8,14,14,12,10,12,16,17,10,13,10,12,8,14,13,10,10,12,14,13,13,9,14,15,13,9,12,13,5,6,6,12,11,17,16
